Store,Date,Sales,Customers,Open,Promo,StateHoliday,SchoolHoliday,StoreType,Assortment,CompetitionDistance,Year,Month,Week,DayOfWeek,Quarter,IsWeekend,lag_7,lag_14,lag_28,rolling_mean_7,rolling_mean_28
1,2020-06-04,8885,709,1,1,0,0,c,a,5490,2020,6,23,3,2,0,9124.0,7814.0,8394.0,8102.0,8149.571428571428
1,2020-06-05,6480,482,1,0,0,0,c,a,5490,2020,6,23,4,2,0,7836.0,7945.0,7052.0,8067.857142857143,8167.107142857143
1,2020-06-06,7458,680,1,0,0,0,c,a,5490,2020,6,23,5,2,1,7421.0,8109.0,8921.0,7874.142857142857,8146.678571428572
1,2020-06-08,7360,844,1,0,0,0,c,a,5490,2020,6,24,0,2,0,7303.0,8141.0,7678.0,7879.428571428572,8094.428571428572
1,2020-06-09,8211,690,1,0,0,0,c,a,5490,2020,6,24,1,2,0,7767.0,7609.0,9477.0,7887.571428571428,8083.071428571428
1,2020-06-10,9725,948,1,1,0,0,c,a,5490,2020,6,24,2,2,0,8498.0,7931.0,7833.0,7951.0,8037.857142857143
1,2020-06-11,8013,606,1,0,0,0,c,a,5490,2020,6,24,3,2,0,8765.0,9060.0,7702.0,8126.285714285715,8105.428571428572
1,2020-06-12,7347,526,1,0,0,0,c,a,5490,2020,6,24,4,2,0,8885.0,9124.0,8166.0,8018.857142857143,8116.535714285715
1,2020-06-13,7290,643,1,0,0,0,c,a,5490,2020,6,24,5,2,1,6480.0,7836.0,8885.0,7799.142857142857,8087.285714285715
1,2020-06-15,9696,796,1,1,0,0,c,a,5490,2020,6,25,0,2,0,7458.0,7421.0,8945.0,7914.857142857143,8030.321428571428
1,2020-06-16,8435,716,1,0,0,0,c,a,5490,2020,6,25,1,2,0,7360.0,7303.0,9124.0,8234.57142857143,8057.142857142857
1,2020-06-17,9540,813,1,1,0,0,c,a,5490,2020,6,25,2,2,0,8211.0,7767.0,7453.0,8388.142857142857,8032.535714285715
1,2020-06-18,8397,919,1,0,0,0,c,a,5490,2020,6,25,3,2,0,9725.0,8498.0,6121.0,8578.0,8107.071428571428
1,2020-06-19,7758,916,1,0,0,0,c,a,5490,2020,6,25,4,2,0,8013.0,8765.0,9114.0,8388.285714285714,8188.357142857143
1,2020-06-20,7408,532,1,1,0,0,c,a,5490,2020,6,25,5,2,1,7347.0,8885.0,7814.0,8351.857142857143,8139.928571428572
1,2020-06-22,8124,630,1,1,0,0,c,a,5490,2020,6,26,0,2,0,7290.0,6480.0,7945.0,8360.57142857143,8125.428571428572
1,2020-06-23,9599,1069,1,1,0,0,c,a,5490,2020,6,26,1,2,0,9696.0,7458.0,8109.0,8479.714285714286,8131.821428571428
1,2020-06-24,9896,941,1,1,0,0,c,a,5490,2020,6,26,2,2,0,8435.0,7360.0,8141.0,8465.857142857143,8185.035714285715
1,2020-06-25,9765,739,1,1,0,0,c,a,5490,2020,6,26,3,2,0,9540.0,8211.0,7609.0,8674.57142857143,8247.714285714286
1,2020-06-26,7357,571,1,0,0,0,c,a,5490,2020,6,26,4,2,0,8397.0,9725.0,7931.0,8706.714285714286,8324.714285714286
1,2020-06-27,8014,900,1,1,0,0,c,a,5490,2020,6,26,5,2,1,7758.0,8013.0,9060.0,8558.142857142857,8304.214285714286
1,2020-06-29,9003,689,1,1,0,0,c,a,5490,2020,6,27,0,2,0,7408.0,7347.0,9124.0,8594.714285714286,8266.857142857143
1,2020-06-30,9440,873,1,1,0,0,c,a,5490,2020,6,27,1,2,0,8124.0,7290.0,7836.0,8822.57142857143,8262.535714285714
1,2020-07-01,8941,677,1,0,0,1,c,a,5490,2020,7,27,2,3,0,9599.0,9696.0,7421.0,9010.57142857143,8319.82142857143
1,2020-07-02,9696,692,1,1,0,1,c,a,5490,2020,7,27,3,3,0,9896.0,8435.0,7303.0,8916.57142857143,8374.107142857143
1,2020-07-03,9633,704,1,1,0,1,c,a,5490,2020,7,27,4,3,0,9765.0,9540.0,7767.0,8888.0,8459.57142857143
1,2020-07-04,8756,923,1,1,0,1,c,a,5490,2020,7,27,5,3,1,7357.0,8397.0,8498.0,8869.142857142857,8526.214285714286
1,2020-07-06,7706,640,1,0,0,1,c,a,5490,2020,7,28,0,3,0,8014.0,7758.0,8765.0,9069.0,8535.42857142857
1,2020-07-07,10184,1003,1,1,0,1,c,a,5490,2020,7,28,1,3,0,9003.0,7408.0,8885.0,9025.0,8497.607142857143
1,2020-07-08,9067,717,1,0,0,1,c,a,5490,2020,7,28,2,3,0,9440.0,8124.0,6480.0,9193.714285714286,8544.0
1,2020-07-09,9341,712,1,0,0,1,c,a,5490,2020,7,28,3,3,0,8941.0,9599.0,7458.0,9140.42857142857,8636.392857142857
1,2020-07-10,9432,905,1,1,0,1,c,a,5490,2020,7,28,4,3,0,9696.0,9896.0,7360.0,9197.57142857143,8703.642857142857
1,2020-07-11,7533,921,1,0,0,1,c,a,5490,2020,7,28,5,3,1,9633.0,9765.0,8211.0,9159.857142857143,8777.642857142857
1,2020-07-13,9930,1070,1,1,0,1,c,a,5490,2020,7,29,0,3,0,8756.0,7357.0,9725.0,8859.857142857143,8753.42857142857
1,2020-07-14,9140,1130,1,0,0,1,c,a,5490,2020,7,29,1,3,0,7706.0,8014.0,8013.0,9027.57142857143,8760.75
1,2020-07-15,8283,779,1,0,0,1,c,a,5490,2020,7,29,2,3,0,10184.0,9003.0,7347.0,9232.42857142857,8801.0
1,2020-07-16,10231,1014,1,1,0,1,c,a,5490,2020,7,29,3,3,0,9067.0,9440.0,7290.0,8960.857142857143,8834.42857142857
1,2020-07-17,7669,653,1,0,0,1,c,a,5490,2020,7,29,4,3,0,9341.0,8941.0,9696.0,9127.142857142857,8939.464285714286
1,2020-07-18,9097,664,1,1,0,1,c,a,5490,2020,7,29,5,3,1,9432.0,9696.0,8435.0,8888.285714285714,8867.07142857143
1,2020-07-20,8163,854,1,0,0,1,c,a,5490,2020,7,30,0,3,0,7533.0,9633.0,9540.0,8840.42857142857,8890.714285714286
1,2020-07-21,9067,653,1,0,0,1,c,a,5490,2020,7,30,1,3,0,9930.0,8756.0,8397.0,8930.42857142857,8841.535714285714
1,2020-07-22,9333,988,1,0,0,1,c,a,5490,2020,7,30,2,3,0,9140.0,7706.0,7758.0,8807.142857142857,8865.464285714286
1,2020-07-23,7927,903,1,0,0,1,c,a,5490,2020,7,30,3,3,0,8283.0,10184.0,7408.0,8834.714285714286,8921.714285714286
1,2020-07-24,7383,732,1,0,0,1,c,a,5490,2020,7,30,4,3,0,10231.0,9067.0,8124.0,8783.857142857143,8940.25
1,2020-07-25,8719,804,1,1,0,1,c,a,5490,2020,7,30,5,3,1,7669.0,9341.0,9599.0,8377.0,8913.785714285714
1,2020-07-27,9091,1102,1,1,0,1,c,a,5490,2020,7,31,0,3,0,9097.0,9432.0,9896.0,8527.0,8882.357142857143
1,2020-07-28,8519,880,1,0,0,1,c,a,5490,2020,7,31,1,3,0,8163.0,7533.0,9765.0,8526.142857142857,8853.607142857143
1,2020-07-29,8290,813,1,0,0,1,c,a,5490,2020,7,31,2,3,0,9067.0,9930.0,7357.0,8577.0,8809.107142857143
1,2020-07-30,8341,686,1,0,0,1,c,a,5490,2020,7,31,3,3,0,9333.0,9140.0,8014.0,8466.0,8842.42857142857
1,2020-07-31,7936,934,1,0,0,1,c,a,5490,2020,7,31,4,3,0,7927.0,8283.0,9003.0,8324.285714285714,8854.107142857143
1,2020-08-01,8925,659,1,1,0,1,c,a,5490,2020,8,31,5,3,1,7383.0,10231.0,9440.0,8325.57142857143,8816.0
1,2020-08-03,8364,669,1,0,0,1,c,a,5490,2020,8,32,0,3,0,8719.0,7669.0,8941.0,8545.857142857143,8797.607142857143
1,2020-08-04,8388,906,1,0,0,1,c,a,5490,2020,8,32,1,3,0,9091.0,9097.0,9696.0,8495.142857142857,8777.0
1,2020-08-05,9672,946,1,0,0,1,c,a,5490,2020,8,32,2,3,0,8519.0,8163.0,9633.0,8394.714285714286,8730.285714285714
1,2020-08-06,8215,657,1,0,0,1,c,a,5490,2020,8,32,3,3,0,8290.0,9067.0,8756.0,8559.42857142857,8731.67857142857
1,2020-08-07,7982,596,1,0,0,1,c,a,5490,2020,8,32,4,3,0,8341.0,9333.0,7706.0,8548.714285714286,8712.357142857143
1,2020-08-08,6849,611,1,0,0,1,c,a,5490,2020,8,32,5,3,1,7936.0,7927.0,10184.0,8497.42857142857,8722.214285714286
1,2020-08-10,8533,902,1,0,0,1,c,a,5490,2020,8,33,0,3,0,8925.0,7383.0,9067.0,8342.142857142857,8603.107142857143
1,2020-08-11,7592,739,1,0,0,1,c,a,5490,2020,8,33,1,3,0,8364.0,8719.0,9341.0,8286.142857142857,8584.035714285714
1,2020-08-12,8261,829,1,0,0,1,c,a,5490,2020,8,33,2,3,0,8388.0,9091.0,9432.0,8175.857142857143,8521.57142857143
1,2020-08-13,7987,598,1,0,0,1,c,a,5490,2020,8,33,3,3,0,9672.0,8519.0,7533.0,8157.714285714285,8479.75
1,2020-08-14,9113,829,1,1,0,1,c,a,5490,2020,8,33,4,3,0,8215.0,8290.0,9930.0,7917.0,8495.964285714286
1,2020-08-15,7379,657,1,0,0,1,c,a,5490,2020,8,33,5,3,1,7982.0,8341.0,9140.0,8045.285714285715,8466.785714285714
1,2020-08-17,8826,1006,1,1,0,1,c,a,5490,2020,8,34,0,3,0,6849.0,7936.0,8283.0,7959.142857142857,8403.892857142857
1,2020-08-18,9035,887,1,0,0,1,c,a,5490,2020,8,34,1,3,0,8533.0,8925.0,10231.0,8241.57142857143,8423.285714285714
1,2020-08-19,8977,644,1,1,0,1,c,a,5490,2020,8,34,2,3,0,7592.0,8364.0,7669.0,8313.285714285714,8380.57142857143
1,2020-08-20,9640,1022,1,1,0,1,c,a,5490,2020,8,34,3,3,0,8261.0,8388.0,9097.0,8511.142857142857,8427.285714285714
1,2020-08-21,7271,811,1,0,0,1,c,a,5490,2020,8,34,4,3,0,7987.0,9672.0,8163.0,8708.142857142857,8446.67857142857
1,2020-08-22,6775,697,1,0,0,1,c,a,5490,2020,8,34,5,3,1,9113.0,8215.0,9067.0,8605.857142857143,8414.82142857143
1,2020-08-24,6769,487,1,0,0,1,c,a,5490,2020,8,35,0,3,0,7379.0,7982.0,9333.0,8271.857142857143,8332.964285714286
1,2020-08-25,8573,825,1,0,0,1,c,a,5490,2020,8,35,1,3,0,8826.0,6849.0,7927.0,8184.714285714285,8241.392857142857
1,2020-08-26,9682,1014,1,1,0,1,c,a,5490,2020,8,35,2,3,0,9035.0,8533.0,7383.0,8148.571428571428,8264.464285714286
1,2020-08-27,8113,675,1,0,0,1,c,a,5490,2020,8,35,3,3,0,8977.0,7592.0,8719.0,8241.0,8346.57142857143
1,2020-08-28,9258,956,1,1,0,1,c,a,5490,2020,8,35,4,3,0,9640.0,8261.0,9091.0,8117.571428571428,8324.92857142857
1,2020-08-29,8662,949,1,1,0,1,c,a,5490,2020,8,35,5,3,1,7271.0,7987.0,8519.0,8063.0,8330.892857142857
1,2020-08-31,7708,815,1,0,0,1,c,a,5490,2020,8,36,0,3,0,6775.0,9113.0,8290.0,8261.714285714286,8336.0
1,2020-09-01,6619,567,1,0,0,0,c,a,5490,2020,9,36,1,3,0,6769.0,7379.0,8341.0,8395.0,8315.214285714286
1,2020-09-02,7363,676,1,0,0,0,c,a,5490,2020,9,36,2,3,0,8573.0,8826.0,7936.0,8373.57142857143,8253.714285714286
1,2020-09-03,7468,898,1,0,0,0,c,a,5490,2020,9,36,3,3,0,9682.0,9035.0,8925.0,8200.714285714286,8233.25
1,2020-09-04,6449,533,1,0,0,0,c,a,5490,2020,9,36,4,3,0,8113.0,8977.0,8364.0,7884.428571428572,8181.214285714285
1,2020-09-05,7687,664,1,1,0,0,c,a,5490,2020,9,36,5,3,1,9258.0,9640.0,8388.0,7646.714285714285,8112.821428571428
1,2020-09-07,6275,462,1,0,0,0,c,a,5490,2020,9,37,0,3,0,8662.0,7271.0,9672.0,7422.285714285715,8087.785714285715
1,2020-09-08,8287,600,1,1,0,0,c,a,5490,2020,9,37,1,3,0,7708.0,6775.0,8215.0,7081.285714285715,7966.464285714285
1,2020-09-09,7726,850,1,0,0,0,c,a,5490,2020,9,37,2,3,0,6619.0,6769.0,7982.0,7164.0,7969.035714285715
1,2020-09-10,7260,583,1,0,0,0,c,a,5490,2020,9,37,3,3,0,7363.0,8573.0,6849.0,7322.142857142857,7959.892857142857
1,2020-09-11,7644,598,1,1,0,0,c,a,5490,2020,9,37,4,3,0,7468.0,9682.0,8533.0,7307.428571428572,7974.571428571428
1,2020-09-12,6147,684,1,0,0,0,c,a,5490,2020,9,37,5,3,1,6449.0,8113.0,7592.0,7332.571428571428,7942.821428571428
