Store,Date,Sales,Customers,Open,Promo,StateHoliday,SchoolHoliday,StoreType,Assortment,CompetitionDistance
1,2020-02-09,0,0,0,0,0,0,c,a,5490
1,2020-02-10,5497,634,1,0,0,0,c,a,5490
1,2020-02-11,6532,496,1,0,0,0,c,a,5490
1,2020-02-12,6095,550,1,0,0,0,c,a,5490
1,2020-02-13,5656,564,1,0,0,0,c,a,5490
1,2020-02-14,6197,623,1,1,0,0,c,a,5490
1,2020-02-15,4397,317,1,0,0,0,c,a,5490
1,2020-02-16,0,0,0,0,0,0,c,a,5490
1,2020-02-17,7227,759,1,1,0,0,c,a,5490
1,2020-02-18,5743,698,1,0,0,0,c,a,5490
1,2020-02-19,7089,643,1,1,0,0,c,a,5490
1,2020-02-20,6105,646,1,0,0,0,c,a,5490
1,2020-02-21,5174,473,1,0,0,0,c,a,5490
1,2020-02-22,6321,502,1,1,0,0,c,a,5490
1,2020-02-23,0,0,0,0,0,0,c,a,5490
1,2020-02-24,5219,421,1,0,0,0,c,a,5490
1,2020-02-25,6817,607,1,0,0,0,c,a,5490
1,2020-02-26,6978,536,1,0,0,0,c,a,5490
1,2020-02-27,6702,827,1,0,0,0,c,a,5490
1,2020-02-28,5736,612,1,0,0,0,c,a,5490
1,2020-02-29,6362,616,1,1,0,0,c,a,5490
1,2020-03-01,0,0,0,0,0,0,c,a,5490
1,2020-03-02,6592,746,1,1,0,0,c,a,5490
1,2020-03-03,6275,524,1,0,0,0,c,a,5490
1,2020-03-04,7943,700,1,1,0,0,c,a,5490
1,2020-03-05,6060,452,1,0,0,0,c,a,5490
1,2020-03-06,6610,560,1,1,0,0,c,a,5490
1,2020-03-07,5643,421,1,0,0,0,c,a,5490
1,2020-03-08,0,0,0,0,0,0,c,a,5490
1,2020-03-09,6751,532,1,1,0,0,c,a,5490
1,2020-03-10,7791,967,1,1,0,0,c,a,5490
1,2020-03-11,7048,588,1,0,0,0,c,a,5490
1,2020-03-12,6396,526,1,0,0,0,c,a,5490
1,2020-03-13,6368,681,1,1,0,0,c,a,5490
1,2020-03-14,6153,493,1,1,0,0,c,a,5490
1,2020-03-15,0,0,0,0,0,0,c,a,5490
1,2020-03-16,6798,519,1,1,0,0,c,a,5490
1,2020-03-17,7520,736,1,1,0,0,c,a,5490
1,2020-03-18,6928,732,1,0,0,0,c,a,5490
1,2020-03-19,7966,675,1,1,0,0,c,a,5490
1,2020-03-20,6894,625,1,1,0,0,c,a,5490
1,2020-03-21,6054,490,1,1,0,0,c,a,5490
1,2020-03-22,0,0,0,0,0,0,c,a,5490
1,2020-03-23,6221,763,1,0,0,0,c,a,5490
1,2020-03-24,7959,576,1,1,0,0,c,a,5490
1,2020-03-25,8460,644,1,1,0,0,c,a,5490
1,2020-03-26,7034,710,1,0,0,0,c,a,5490
1,2020-03-27,5859,516,1,0,0,0,c,a,5490
1,2020-03-28,6989,814,1,1,0,0,c,a,5490
1,2020-03-29,0,0,0,0,0,0,c,a,5490
1,2020-03-30,8216,589,1,1,0,0,c,a,5490
1,2020-03-31,7417,596,1,0,0,0,c,a,5490
1,2020-04-01,8352,683,1,1,0,0,c,a,5490
1,2020-04-02,7136,554,1,0,0,0,c,a,5490
1,2020-04-03,7065,524,1,1,0,0,c,a,5490
1,2020-04-04,6305,529,1,0,0,0,c,a,5490
1,2020-04-05,0,0,0,0,0,0,c,a,5490
1,2020-04-06,7699,602,1,1,0,0,c,a,5490
1,2020-04-07,7876,919,1,1,0,0,c,a,5490
1,2020-04-08,7913,963,1,1,0,0,c,a,5490
1,2020-04-09,6259,542,1,0,0,0,c,a,5490
1,2020-04-10,0,0,0,0,a,0,c,a,5490
1,2020-04-11,6045,735,1,0,0,0,c,a,5490
1,2020-04-12,0,0,0,0,0,0,c,a,5490
1,2020-04-13,7508,674,1,1,0,0,c,a,5490
1,2020-04-14,8343,897,1,1,0,0,c,a,5490
1,2020-04-15,9557,808,1,1,0,0,c,a,5490
1,2020-04-16,8955,646,1,1,0,0,c,a,5490
1,2020-04-17,6855,712,1,0,0,0,c,a,5490
1,2020-04-18,5819,686,1,0,0,0,c,a,5490
1,2020-04-19,0,0,0,0,0,0,c,a,5490
1,2020-04-20,6554,725,1,0,0,0,c,a,5490
1,2020-04-21,8107,853,1,0,0,0,c,a,5490
1,2020-04-22,8002,826,1,0,0,0,c,a,5490
1,2020-04-23,8881,714,1,1,0,0,c,a,5490
1,2020-04-24,7242,763,1,1,0,0,c,a,5490
1,2020-04-25,6913,550,1,0,0,0,c,a,5490
1,2020-04-26,0,0,0,0,0,0,c,a,5490
1,2020-04-27,6903,803,1,0,0,0,c,a,5490
1,2020-04-28,8331,768,1,0,0,0,c,a,5490
1,2020-04-29,7016,599,1,0,0,0,c,a,5490
1,2020-04-30,8037,971,1,1,0,0,c,a,5490
1,2020-05-01,6762,514,1,0,0,0,c,a,5490
1,2020-05-02,8394,934,1,1,0,0,c,a,5490
1,2020-05-03,0,0,0,0,0,0,c,a,5490
1,2020-05-04,7052,612,1,0,0,0,c,a,5490
1,2020-05-05,8921,778,1,1,0,0,c,a,5490
1,2020-05-06,7678,681,1,0,0,0,c,a,5490
1,2020-05-07,9477,918,1,1,0,0,c,a,5490
1,2020-05-08,7833,790,1,1,0,0,c,a,5490
1,2020-05-09,7702,946,1,1,0,0,c,a,5490
1,2020-05-10,0,0,0,0,0,0,c,a,5490
1,2020-05-11,8166,670,1,1,0,0,c,a,5490
1,2020-05-12,8885,669,1,1,0,0,c,a,5490
1,2020-05-13,8945,986,1,1,0,0,c,a,5490
1,2020-05-14,9124,710,1,1,0,0,c,a,5490
1,2020-05-15,7453,588,1,1,0,0,c,a,5490
1,2020-05-16,6121,450,1,0,0,0,c,a,5490
1,2020-05-17,0,0,0,0,0,0,c,a,5490
1,2020-05-18,9114,727,1,1,0,0,c,a,5490
1,2020-05-19,7814,582,1,0,0,0,c,a,5490
1,2020-05-20,7945,594,1,0,0,0,c,a,5490
1,2020-05-21,8109,1005,1,0,0,0,c,a,5490
1,2020-05-22,8141,594,1,1,0,0,c,a,5490
1,2020-05-23,7609,665,1,1,0,0,c,a,5490
1,2020-05-24,0,0,0,0,0,0,c,a,5490
1,2020-05-25,7931,795,1,1,0,0,c,a,5490
1,2020-05-26,9060,723,1,1,0,0,c,a,5490
1,2020-05-27,9124,807,1,1,0,0,c,a,5490
1,2020-05-28,7836,588,1,0,0,0,c,a,5490
1,2020-05-29,7421,862,1,0,0,0,c,a,5490
1,2020-05-30,7303,598,1,0,0,0,c,a,5490
1,2020-05-31,0,0,0,0,0,0,c,a,5490
1,2020-06-01,7767,915,1,0,0,0,c,a,5490
1,2020-06-02,8498,610,1,0,0,0,c,a,5490
1,2020-06-03,8765,640,1,0,0,0,c,a,5490
1,2020-06-04,8885,709,1,1,0,0,c,a,5490
1,2020-06-05,6480,482,1,0,0,0,c,a,5490
1,2020-06-06,7458,680,1,0,0,0,c,a,5490
1,2020-06-07,0,0,0,0,0,0,c,a,5490
1,2020-06-08,7360,844,1,0,0,0,c,a,5490
1,2020-06-09,8211,690,1,0,0,0,c,a,5490
1,2020-06-10,9725,948,1,1,0,0,c,a,5490
1,2020-06-11,8013,606,1,0,0,0,c,a,5490
1,2020-06-12,7347,526,1,0,0,0,c,a,5490
1,2020-06-13,7290,643,1,0,0,0,c,a,5490
1,2020-06-14,0,0,0,0,0,0,c,a,5490
1,2020-06-15,9696,796,1,1,0,0,c,a,5490
1,2020-06-16,8435,716,1,0,0,0,c,a,5490
1,2020-06-17,9540,813,1,1,0,0,c,a,5490
1,2020-06-18,8397,919,1,0,0,0,c,a,5490
1,2020-06-19,7758,916,1,0,0,0,c,a,5490
1,2020-06-20,7408,532,1,1,0,0,c,a,5490
1,2020-06-21,0,0,0,0,0,0,c,a,5490
1,2020-06-22,8124,630,1,1,0,0,c,a,5490
1,2020-06-23,9599,1069,1,1,0,0,c,a,5490
1,2020-06-24,9896,941,1,1,0,0,c,a,5490
1,2020-06-25,9765,739,1,1,0,0,c,a,5490
1,2020-06-26,7357,571,1,0,0,0,c,a,5490
1,2020-06-27,8014,900,1,1,0,0,c,a,5490
1,2020-06-28,0,0,0,0,0,0,c,a,5490
1,2020-06-29,9003,689,1,1,0,0,c,a,5490
1,2020-06-30,9440,873,1,1,0,0,c,a,5490
1,2020-07-01,8941,677,1,0,0,1,c,a,5490
1,2020-07-02,9696,692,1,1,0,1,c,a,5490
1,2020-07-03,9633,704,1,1,0,1,c,a,5490
1,2020-07-04,8756,923,1,1,0,1,c,a,5490
1,2020-07-05,0,0,0,0,0,1,c,a,5490
1,2020-07-06,7706,640,1,0,0,1,c,a,5490
1,2020-07-07,10184,1003,1,1,0,1,c,a,5490
1,2020-07-08,9067,717,1,0,0,1,c,a,5490
1,2020-07-09,9341,712,1,0,0,1,c,a,5490
1,2020-07-10,9432,905,1,1,0,1,c,a,5490
1,2020-07-11,7533,921,1,0,0,1,c,a,5490
1,2020-07-12,0,0,0,0,0,1,c,a,5490
1,2020-07-13,9930,1070,1,1,0,1,c,a,5490
1,2020-07-14,9140,1130,1,0,0,1,c,a,5490
1,2020-07-15,8283,779,1,0,0,1,c,a,5490
1,2020-07-16,10231,1014,1,1,0,1,c,a,5490
1,2020-07-17,7669,653,1,0,0,1,c,a,5490
1,2020-07-18,9097,664,1,1,0,1,c,a,5490
1,2020-07-19,0,0,0,0,0,1,c,a,5490
1,2020-07-20,8163,854,1,0,0,1,c,a,5490
1,2020-07-21,9067,653,1,0,0,1,c,a,5490
1,2020-07-22,9333,988,1,0,0,1,c,a,5490
1,2020-07-23,7927,903,1,0,0,1,c,a,5490
1,2020-07-24,7383,732,1,0,0,1,c,a,5490
1,2020-07-25,8719,804,1,1,0,1,c,a,5490
1,2020-07-26,0,0,0,0,0,1,c,a,5490
1,2020-07-27,9091,1102,1,1,0,1,c,a,5490
1,2020-07-28,8519,880,1,0,0,1,c,a,5490
1,2020-07-29,8290,813,1,0,0,1,c,a,5490
1,2020-07-30,8341,686,1,0,0,1,c,a,5490
1,2020-07-31,7936,934,1,0,0,1,c,a,5490
1,2020-08-01,8925,659,1,1,0,1,c,a,5490
1,2020-08-02,0,0,0,0,0,1,c,a,5490
1,2020-08-03,8364,669,1,0,0,1,c,a,5490
1,2020-08-04,8388,906,1,0,0,1,c,a,5490
1,2020-08-05,9672,946,1,0,0,1,c,a,5490
1,2020-08-06,8215,657,1,0,0,1,c,a,5490
1,2020-08-07,7982,596,1,0,0,1,c,a,5490
1,2020-08-08,6849,611,1,0,0,1,c,a,5490
1,2020-08-09,0,0,0,0,0,1,c,a,5490
1,2020-08-10,8533,902,1,0,0,1,c,a,5490
1,2020-08-11,7592,739,1,0,0,1,c,a,5490
1,2020-08-12,8261,829,1,0,0,1,c,a,5490
1,2020-08-13,7987,598,1,0,0,1,c,a,5490
1,2020-08-14,9113,829,1,1,0,1,c,a,5490
1,2020-08-15,7379,657,1,0,0,1,c,a,5490
1,2020-08-16,0,0,0,0,0,1,c,a,5490
1,2020-08-17,8826,1006,1,1,0,1,c,a,5490
1,2020-08-18,9035,887,1,0,0,1,c,a,5490
1,2020-08-19,8977,644,1,1,0,1,c,a,5490
1,2020-08-20,9640,1022,1,1,0,1,c,a,5490
1,2020-08-21,7271,811,1,0,0,1,c,a,5490
1,2020-08-22,6775,697,1,0,0,1,c,a,5490
1,2020-08-23,0,0,0,0,0,1,c,a,5490
1,2020-08-24,6769,487,1,0,0,1,c,a,5490
1,2020-08-25,8573,825,1,0,0,1,c,a,5490
1,2020-08-26,9682,1014,1,1,0,1,c,a,5490
1,2020-08-27,8113,675,1,0,0,1,c,a,5490
1,2020-08-28,9258,956,1,1,0,1,c,a,5490
1,2020-08-29,8662,949,1,1,0,1,c,a,5490
1,2020-08-30,0,0,0,0,0,1,c,a,5490
1,2020-08-31,7708,815,1,0,0,1,c,a,5490
1,2020-09-01,6619,567,1,0,0,0,c,a,5490
1,2020-09-02,7363,676,1,0,0,0,c,a,5490
1,2020-09-03,7468,898,1,0,0,0,c,a,5490
1,2020-09-04,6449,533,1,0,0,0,c,a,5490
1,2020-09-05,7687,664,1,1,0,0,c,a,5490
1,2020-09-06,0,0,0,0,0,0,c,a,5490
1,2020-09-07,6275,462,1,0,0,0,c,a,5490
1,2020-09-08,8287,600,1,1,0,0,c,a,5490
1,2020-09-09,7726,850,1,0,0,0,c,a,5490
1,2020-09-10,7260,583,1,0,0,0,c,a,5490
1,2020-09-11,7644,598,1,1,0,0,c,a,5490
1,2020-09-12,6147,684,1,0,0,0,c,a,5490
1,2020-09-13,0,0,0,0,0,0,c,a,5490
1,2020-09-14,7018,630,1,0,0,0,c,a,5490
1,2020-09-15,7785,586,1,0,0,0,c,a,5490
1,2020-09-16,7420,723,1,0,0,0,c,a,5490
1,2020-09-17,7578,772,1,0,0,0,c,a,5490
1,2020-09-18,6937,517,1,1,0,0,c,a,5490
1,2020-09-19,5963,529,1,0,0,0,c,a,5490
1,2020-09-20,0,0,0,0,0,0,c,a,5490
1,2020-09-21,7473,547,1,1,0,0,c,a,5490
1,2020-09-22,8500,849,1,1,0,0,c,a,5490
1,2020-09-23,7562,675,1,0,0,0,c,a,5490
1,2020-09-24,8558,672,1,1,0,0,c,a,5490
1,2020-09-25,5824,467,1,0,0,0,c,a,5490
1,2020-09-26,5493,481,1,0,0,0,c,a,5490
1,2020-09-27,0,0,0,0,0,0,c,a,5490
1,2020-09-28,7527,582,1,1,0,0,c,a,5490
1,2020-09-29,7406,566,1,0,0,0,c,a,5490
1,2020-09-30,7708,866,1,0,0,0,c,a,5490
1,2020-10-01,6607,535,1,0,0,0,c,a,5490
1,2020-10-02,7773,690,1,1,0,0,c,a,5490
1,2020-10-03,6041,599,1,0,0,0,c,a,5490
1,2020-10-04,0,0,0,0,0,0,c,a,5490
1,2020-10-05,6424,617,1,0,0,0,c,a,5490
1,2020-10-06,7257,530,1,0,0,0,c,a,5490
1,2020-10-07,7132,611,1,0,0,0,c,a,5490
1,2020-10-08,7640,577,1,0,0,0,c,a,5490
1,2020-10-09,7773,574,1,1,0,0,c,a,5490
1,2020-10-10,6880,771,1,1,0,0,c,a,5490
1,2020-10-11,0,0,0,0,0,0,c,a,5490
1,2020-10-12,6844,551,1,1,0,0,c,a,5490
1,2020-10-13,8661,639,1,1,0,0,c,a,5490
1,2020-10-14,7887,758,1,0,0,0,c,a,5490
1,2020-10-15,6679,667,1,0,0,0,c,a,5490
1,2020-10-16,7269,537,1,1,0,0,c,a,5490
1,2020-10-17,4466,442,1,0,0,0,c,a,5490
1,2020-10-18,0,0,0,0,0,0,c,a,5490
1,2020-10-19,6636,619,1,1,0,0,c,a,5490
1,2020-10-20,6541,722,1,0,0,0,c,a,5490
1,2020-10-21,7078,695,1,0,0,0,c,a,5490
1,2020-10-22,7424,629,1,1,0,0,c,a,5490
1,2020-10-23,5258,381,1,0,0,0,c,a,5490
1,2020-10-24,5412,516,1,0,0,0,c,a,5490
1,2020-10-25,0,0,0,0,0,0,c,a,5490
1,2020-10-26,5922,511,1,0,0,0,c,a,5490
1,2020-10-27,6563,525,1,0,0,0,c,a,5490
1,2020-10-28,6587,720,1,0,0,0,c,a,5490
1,2020-10-29,6257,577,1,0,0,0,c,a,5490
1,2020-10-30,7196,676,1,1,0,0,c,a,5490
1,2020-10-31,4059,357,1,0,0,0,c,a,5490
1,2020-11-01,0,0,0,0,0,0,c,a,5490
1,2020-11-02,5901,431,1,0,0,0,c,a,5490
1,2020-11-03,6274,651,1,0,0,0,c,a,5490
1,2020-11-04,7513,840,1,1,0,0,c,a,5490
1,2020-11-05,7193,601,1,1,0,0,c,a,5490
1,2020-11-06,5116,425,1,0,0,0,c,a,5490
1,2020-11-07,4675,542,1,0,0,0,c,a,5490
1,2020-11-08,0,0,0,0,0,0,c,a,5490
1,2020-11-09,7010,743,1,1,0,0,c,a,5490
1,2020-11-10,5847,618,1,0,0,0,c,a,5490
1,2020-11-11,7623,734,1,1,0,0,c,a,5490
1,2020-11-12,7199,779,1,1,0,0,c,a,5490
1,2020-11-13,4630,346,1,0,0,0,c,a,5490
1,2020-11-14,6667,663,1,1,0,0,c,a,5490
1,2020-11-15,0,0,0,0,0,0,c,a,5490
1,2020-11-16,6062,630,1,0,0,0,c,a,5490
1,2020-11-17,6621,633,1,1,0,0,c,a,5490
1,2020-11-18,6754,493,1,1,0,0,c,a,5490
1,2020-11-19,6789,767,1,1,0,0,c,a,5490
1,2020-11-20,6691,522,1,1,0,0,c,a,5490
1,2020-11-21,4728,581,1,0,0,0,c,a,5490
1,2020-11-22,0,0,0,0,0,0,c,a,5490
1,2020-11-23,6287,658,1,0,0,0,c,a,5490
1,2020-11-24,6306,484,1,0,0,0,c,a,5490
1,2020-11-25,6840,709,1,1,0,0,c,a,5490
1,2020-11-26,5795,429,1,0,0,0,c,a,5490
1,2020-11-27,4455,393,1,0,0,0,c,a,5490
1,2020-11-28,6015,463,1,1,0,0,c,a,5490
1,2020-11-29,0,0,0,0,0,0,c,a,5490
1,2020-11-30,6001,500,1,0,0,0,c,a,5490
1,2020-12-01,6571,487,1,0,0,0,c,a,5490
1,2020-12-02,6254,755,1,0,0,0,c,a,5490
1,2020-12-03,4773,384,1,0,0,0,c,a,5490
1,2020-12-04,4457,431,1,0,0,0,c,a,5490
1,2020-12-05,4806,474,1,0,0,0,c,a,5490
1,2020-12-06,0,0,0,0,0,0,c,a,5490
1,2020-12-07,6684,615,1,1,0,0,c,a,5490
1,2020-12-08,6383,468,1,1,0,0,c,a,5490
1,2020-12-09,7429,894,1,1,0,0,c,a,5490
1,2020-12-10,5041,435,1,0,0,0,c,a,5490
1,2020-12-11,4816,569,1,0,0,0,c,a,5490
1,2020-12-12,5773,526,1,1,0,0,c,a,5490
1,2020-12-13,0,0,0,0,0,0,c,a,5490
1,2020-12-14,5818,450,1,1,0,0,c,a,5490
1,2020-12-15,6856,563,1,1,0,0,c,a,5490
1,2020-12-16,5326,622,1,0,0,0,c,a,5490
1,2020-12-17,7171,812,1,1,0,0,c,a,5490
1,2020-12-18,5557,493,1,1,0,0,c,a,5490
1,2020-12-19,5557,448,1,1,0,0,c,a,5490
1,2020-12-20,0,0,0,0,0,0,c,a,5490
1,2020-12-21,6878,525,1,1,0,0,c,a,5490
1,2020-12-22,6238,570,1,0,0,0,c,a,5490
1,2020-12-23,6290,766,1,0,0,0,c,a,5490
1,2020-12-24,6761,691,1,1,0,0,c,a,5490
1,2020-12-25,0,0,0,0,a,0,c,a,5490
1,2020-12-26,6059,463,1,1,0,0,c,a,5490
1,2020-12-27,0,0,0,0,0,0,c,a,5490
1,2020-12-28,5191,400,1,0,0,0,c,a,5490
1,2020-12-29,5282,605,1,0,0,0,c,a,5490
1,2020-12-30,6161,505,1,0,0,0,c,a,5490
1,2020-12-31,5455,551,1,0,0,0,c,a,5490
1,2021-01-01,0,0,0,0,a,0,c,a,5490
1,2021-01-02,4527,355,1,0,0,0,c,a,5490
1,2021-01-03,0,0,0,0,0,0,c,a,5490
1,2021-01-04,5559,475,1,0,0,0,c,a,5490
1,2021-01-05,5936,728,1,0,0,0,c,a,5490
1,2021-01-06,7402,578,1,1,0,0,c,a,5490
1,2021-01-07,6734,666,1,1,0,0,c,a,5490
1,2021-01-08,5858,497,1,1,0,0,c,a,5490
1,2021-01-09,4690,337,1,1,0,0,c,a,5490
1,2021-01-10,0,0,0,0,0,0,c,a,5490
1,2021-01-11,5753,462,1,1,0,0,c,a,5490
1,2021-01-12,5178,597,1,0,0,0,c,a,5490
1,2021-01-13,5619,597,1,0,0,0,c,a,5490
1,2021-01-14,5193,640,1,0,0,0,c,a,5490
1,2021-01-15,5345,442,1,1,0,0,c,a,5490
1,2021-01-16,4064,296,1,0,0,0,c,a,5490
1,2021-01-17,0,0,0,0,0,0,c,a,5490
1,2021-01-18,6375,480,1,1,0,0,c,a,5490
1,2021-01-19,6729,622,1,1,0,0,c,a,5490
1,2021-01-20,7648,690,1,1,0,0,c,a,5490
1,2021-01-21,6265,691,1,0,0,0,c,a,5490
1,2021-01-22,5199,514,1,0,0,0,c,a,5490
1,2021-01-23,4341,314,1,0,0,0,c,a,5490
1,2021-01-24,0,0,0,0,0,0,c,a,5490
1,2021-01-25,6353,506,1,1,0,0,c,a,5490
1,2021-01-26,6655,745,1,1,0,0,c,a,5490
1,2021-01-27,6993,623,1,1,0,0,c,a,5490
1,2021-01-28,6589,573,1,1,0,0,c,a,5490
1,2021-01-29,4915,559,1,0,0,0,c,a,5490
1,2021-01-30,6024,438,1,1,0,0,c,a,5490
1,2021-01-31,0,0,0,0,0,0,c,a,5490
1,2021-02-01,6779,599,1,1,0,0,c,a,5490
1,2021-02-02,6448,616,1,0,0,0,c,a,5490
1,2021-02-03,6531,595,1,0,0,0,c,a,5490
1,2021-02-04,5426,582,1,0,0,0,c,a,5490
1,2021-02-05,4953,428,1,1,0,0,c,a,5490
1,2021-02-06,5553,550,1,1,0,0,c,a,5490
1,2021-02-07,0,0,0,0,0,0,c,a,5490
1,2021-02-08,6033,454,1,1,0,0,c,a,5490
1,2021-02-09,7452,623,1,1,0,0,c,a,5490
1,2021-02-10,7593,583,1,1,0,0,c,a,5490
1,2021-02-11,7311,605,1,1,0,0,c,a,5490
1,2021-02-12,6138,462,1,1,0,0,c,a,5490
1,2021-02-13,6171,754,1,1,0,0,c,a,5490
1,2021-02-14,0,0,0,0,0,0,c,a,5490
1,2021-02-15,6624,531,1,1,0,0,c,a,5490
1,2021-02-16,5912,458,1,0,0,0,c,a,5490
1,2021-02-17,7460,767,1,1,0,0,c,a,5490
1,2021-02-18,7149,514,1,1,0,0,c,a,5490
1,2021-02-19,6788,603,1,1,0,0,c,a,5490
1,2021-02-20,5584,646,1,1,0,0,c,a,5490
1,2021-02-21,0,0,0,0,0,0,c,a,5490
1,2021-02-22,7090,705,1,1,0,0,c,a,5490
1,2021-02-23,7520,553,1,1,0,0,c,a,5490
1,2021-02-24,6585,783,1,0,0,0,c,a,5490
1,2021-02-25,6277,512,1,0,0,0,c,a,5490
1,2021-02-26,4780,407,1,0,0,0,c,a,5490
1,2021-02-27,5447,411,1,0,0,0,c,a,5490
1,2021-02-28,0,0,0,0,0,0,c,a,5490
1,2021-03-01,7154,878,1,1,0,0,c,a,5490
1,2021-03-02,6280,631,1,0,0,0,c,a,5490
1,2021-03-03,6930,649,1,0,0,0,c,a,5490
1,2021-03-04,6668,476,1,0,0,0,c,a,5490
1,2021-03-05,5137,402,1,0,0,0,c,a,5490
1,2021-03-06,6296,675,1,1,0,0,c,a,5490
1,2021-03-07,0,0,0,0,0,0,c,a,5490
1,2021-03-08,6432,667,1,0,0,0,c,a,5490
1,2021-03-09,8275,929,1,1,0,0,c,a,5490
1,2021-03-10,6747,570,1,0,0,0,c,a,5490
1,2021-03-11,6639,688,1,0,0,0,c,a,5490
1,2021-03-12,7247,772,1,1,0,0,c,a,5490
1,2021-03-13,5279,644,1,0,0,0,c,a,5490
1,2021-03-14,0,0,0,0,0,0,c,a,5490
1,2021-03-15,7663,706,1,1,0,0,c,a,5490
1,2021-03-16,7788,854,1,1,0,0,c,a,5490
1,2021-03-17,8361,639,1,1,0,0,c,a,5490
1,2021-03-18,7973,678,1,1,0,0,c,a,5490
1,2021-03-19,6381,585,1,0,0,0,c,a,5490
1,2021-03-20,5697,651,1,0,0,0,c,a,5490
1,2021-03-21,0,0,0,0,0,0,c,a,5490
1,2021-03-22,6929,632,1,1,0,0,c,a,5490
1,2021-03-23,6800,591,1,0,0,0,c,a,5490
1,2021-03-24,6848,638,1,0,0,0,c,a,5490
1,2021-03-25,7081,839,1,0,0,0,c,a,5490
1,2021-03-26,7004,718,1,0,0,0,c,a,5490
1,2021-03-27,6623,503,1,1,0,0,c,a,5490
1,2021-03-28,0,0,0,0,0,0,c,a,5490
1,2021-03-29,7596,880,1,1,0,0,c,a,5490
1,2021-03-30,6858,492,1,0,0,0,c,a,5490
1,2021-03-31,8168,668,1,0,0,0,c,a,5490
1,2021-04-01,7996,992,1,1,0,0,c,a,5490
1,2021-04-02,0,0,0,0,a,0,c,a,5490
1,2021-04-03,5483,542,1,0,0,0,c,a,5490
1,2021-04-04,0,0,0,0,0,0,c,a,5490
1,2021-04-05,6625,782,1,0,0,0,c,a,5490
1,2021-04-06,7308,602,1,0,0,0,c,a,5490
1,2021-04-07,8146,885,1,1,0,0,c,a,5490
1,2021-04-08,7116,581,1,0,0,0,c,a,5490
1,2021-04-09,6061,445,1,0,0,0,c,a,5490
1,2021-04-10,6669,504,1,0,0,0,c,a,5490
1,2021-04-11,0,0,0,0,0,0,c,a,5490
1,2021-04-12,8053,628,1,1,0,0,c,a,5490
1,2021-04-13,7431,575,1,0,0,0,c,a,5490
1,2021-04-14,7922,667,1,0,0,0,c,a,5490
1,2021-04-15,7022,839,1,0,0,0,c,a,5490
1,2021-04-16,6599,736,1,0,0,0,c,a,5490
1,2021-04-17,6882,540,1,1,0,0,c,a,5490
1,2021-04-18,0,0,0,0,0,0,c,a,5490
1,2021-04-19,7865,715,1,1,0,0,c,a,5490
1,2021-04-20,8331,596,1,1,0,0,c,a,5490
1,2021-04-21,9146,768,1,1,0,0,c,a,5490
1,2021-04-22,7121,870,1,0,0,0,c,a,5490
1,2021-04-23,6750,626,1,0,0,0,c,a,5490
1,2021-04-24,7782,737,1,1,0,0,c,a,5490
1,2021-04-25,0,0,0,0,0,0,c,a,5490
